"Ssbsect Term Code","Ssbsect, Crn","Ssbsect, ,. Subj Code","Ssbsect Crse Numb","Section-Course Title","zst_clob_to_string  'SCBDESC' ","Ssrmeet Start Date","Ssrmeet End Date","Ssrmeet Begin Time","Ssrmeet End Time","Ssrmeet All Days","Ssrmeet Begin Time am/pm","Ssrmeet End Time am/pm round up to 1/2 hr","Ssrfees Fees c","Ssrfees GST c"
"201382","1526","EMAN","1047","Mgmt Skills for Supervisors","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-02 12:00 AM,2012-11-02 12:00 AM,"0830","1629","F",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5980,74.75
"201382","160","EMAN","1047","Mgmt Skills for Supervisors","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-07 12:00 AM,2012-11-07 12:00 AM,"0830","1629","W",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5980,74.75
"201382","160","EMAN","1047","Mgmt Skills for Supervisors","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-14 12:00 AM,2012-11-14 12:00 AM,"0830","1629","W",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5980,74.75
"201382","160","EMAN","1047","Mgmt Skills for Supervisors","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-21 12:00 AM,2012-12-05 12:00 AM,"0830","1629","W",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5980,74.75
"201382","160","EMAN","1047","Mgmt Skills for Supervisors","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-12-12 12:00 AM,2012-12-12 12:00 AM,"0830","1629","W",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5980,74.75
"201382","2655","EMAN","1047","Mgmt SkillsSupervisors (RCMP)","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-09 12:00 AM,2012-11-09 12:00 AM,"0830","1629","F",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5400,45
"201382","2655","EMAN","1047","Mgmt SkillsSupervisors (RCMP)","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-13 12:00 AM,2012-11-13 12:00 AM,"0830","1629","T",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5400,45
"201382","2655","EMAN","1047","Mgmt SkillsSupervisors (RCMP)","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-20 12:00 AM,2012-11-20 12:00 AM,"0830","1629","T",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5400,45
"201382","2655","EMAN","1047","Mgmt SkillsSupervisors (RCMP)","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-22 12:00 AM,2012-11-22 12:00 AM,"0830","1629","R",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5400,45
"201382","2655","EMAN","1047","Mgmt SkillsSupervisors (RCMP)","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-27 12:00 AM,2012-11-27 12:00 AM,"0830","1629","T",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5400,45
"201382","2655","EMAN","1047","Mgmt SkillsSupervisors (RCMP)","This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.

Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm

Day 1: Making the Transition 
Todd Reed, Business Consultant

- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance

Day 2: Supervision and People
Todd Reed, Business Consultant

- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles

Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer

- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening

Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator

- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people

Day 5: Team Building
Nick Kooman, Professional Facilitator

- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance

Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant

- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff

Register four or more participants and receive 10% off all registrations.",2012-11-28 12:00 AM,2012-11-28 12:00 AM,"0830","1629","W",2013-05-01 08:30 AM,2013-05-01 04:30 PM,5400,45
"201382","1466","EMAN","1058","Telephone & Email Etiquette","This workshop will develop the skills of staff who deal with clients over the phone, particularly in a 'first contact' situation. Specific topics include setting up the work area, effective greetings, your telephone voice and appropriate language, understanding the request, taking a message, dealing with difficult/irate callers and many other important topics. 

Effective and professional usage of communication through electronic mail will also be addressed in this workshop.  Participants will learn basics in the proper use of email in business and such topics as how to correctly format your email messages, correct grammar and punctuation usage and some ""Do's and 
Don'ts about email.",2012-12-04 12:00 AM,2012-12-04 12:00 AM,"0830","1629","T",2013-05-01 08:30 AM,2013-05-01 04:30 PM,249,12.45
"201382","193","EMAN","1102","Communicate with Confidence","Your interpersonal communication skills can spell the difference between success and failure. Communication is not just about how you talk and listen. It's about making connections with people - customers, co-workers, and friends.  This workshop will provide you with the knowledge and skills to communicate clearly, confidently and help minimize communication breakdowns.",2012-10-26 12:00 AM,2012-10-26 12:00 AM,"0900","1559","F",2013-05-01 09:00 AM,2013-05-01 04:00 PM,249,12.45
"201382","2461","EMAN","1105","Train the Trainer","On-the-job training is a key task for supervisors, managers and senior staff as well as trainers. This course will provide your key employees with the skills they need to train their staff effectively and efficiently. They will learn to use adult learning principles to deliver dynamic, involving training - ""training that sticks"". Effective training saves money and retains good employees.",2012-11-26 12:00 AM,2012-11-26 12:00 AM,"0830","1629","M",2013-05-01 08:30 AM,2013-05-01 04:30 PM,758,18.95
"201382","2461","EMAN","1105","Train the Trainer","On-the-job training is a key task for supervisors, managers and senior staff as well as trainers. This course will provide your key employees with the skills they need to train their staff effectively and efficiently. They will learn to use adult learning principles to deliver dynamic, involving training - ""training that sticks"". Effective training saves money and retains good employees.",2012-11-27 12:00 AM,2012-11-27 12:00 AM,"0830","1629","T",2013-05-01 08:30 AM,2013-05-01 04:30 PM,758,18.95
"201382","1880","EMAN","1107","Emotional Intelligence","Many people are surprised to learn that Emotional Intelligence (E.I.) is more important to achieving family and work success than intellectual ability. The good news is that we can enhance and improve our E.I.  Learn what E.I. is, what it means to you, and how it can help you build successful relationships. This course will improve your physical and emotional health, communication, business performance, leadership, teamwork and more!",2012-12-04 12:00 AM,2012-12-04 12:00 AM,"0900","1559","T",2013-05-01 09:00 AM,2013-05-01 04:00 PM,249,12.45
"201382","211","EMAN","1110","Understand Yourself and Others","Want to better understand why it is easy to work with some people and difficult to work with others? Reduce or eliminate problems and frustrations by understanding your own, your co-workers' and your customers' personality preferences. In this one-day workshop your will complete the True Colors profile instrument - an internationally accepted personality assessment tool. 

Increase your own and your team's effectiveness by identifying different personalitiesand tapping into the power of each.",2012-10-09 12:00 AM,2012-10-09 12:00 AM,"0900","1559","T",2013-05-01 09:00 AM,2013-05-01 04:00 PM,249,12.45
"201382","2140","EMAN","1114","Debt Collection","This is a full-day workshop for small business owners or individuals who are responsible for approving credit applications and collection of accounts receivable. This hands-on workshop gives participants an opportunity to follow the steps required in setting up a charge account for a client right through to taking legal action to collect the outstanding account. A combination of real-life anecdotes from the ""frontlines"" of a collection agency and group exercises such as ""Track Down the Deadbeat"" make for an entertaining learning experience.",2012-10-09 12:00 AM,2012-10-09 12:00 AM,"0830","1629","T",2013-05-01 08:30 AM,2013-05-01 04:30 PM,249,12.45
"201382","1062","EMAN","1132","Work Smarter Not Harder","This course is designed to assist you in getting more return on your time and energy.  Proven strategies discussed include taking control of your time, pre-planning your day, establishing work priorities, dealing with time wasters, establishing ""smart"" goals, and handling interruptions. You will learn hundreds of smart, time saving tips. Discover how to double your productivity without doubling your stress.",2012-09-25 12:00 AM,2012-09-25 12:00 AM,"0900","1559","T",2013-05-01 09:00 AM,2013-05-01 04:00 PM,249,12.45
"201382","1063","EMAN","1133","Manage Stress & Avoid Burnout","Our work lives take up much of our waking hours, and affect us greatly. If you are experiencing high amounts of stress at work you are at risk of burnout, a common problem among workers. This practical and personal one-day course teaches you how to stay one step ahead of stress and avoid burnout. Get a clear picture of what causes you stress and how you cope with it and learn effective coping skills to rise above it.",2012-10-23 12:00 AM,2012-10-23 12:00 AM,"0900","1559","T",2013-05-01 09:00 AM,2013-05-01 04:00 PM,249,12.45
"201382","1424","EMAN","1134","Dealing With Difficult People","Everybody, whether personally or professionally, has come into contact with someone who is difficult to deal with. And no matter what you do, the situation never seems to get better.This course will help you develop strategies that are practical and specific to the difficult people in your life.

Learn proven techniques that will make a difference in your life and theirs.",2012-11-26 12:00 AM,2012-11-26 12:00 AM,"0900","1559","M",2013-05-01 09:00 AM,2013-05-01 04:00 PM,249,12.45
"201382","1455","EMAN","1182","Understand Financial Statement","You pay your accountant to prepare annual financial statements for your business, but do you really know how to read them? This workshop goes through the sections of basic financial statements including balance sheets, income statements and supporting documents to give you a thorough understanding of the information they contain. 

You will learn how to: 
•	Determine common ratios used by lenders and investors to determine the health of your business 
•	Ways to thoroughly analyze the information

Increase your chances of success with an understanding of basic financial statements.

Prerequisite: None

Requirements: Calculator",2012-10-03 12:00 AM,2012-10-03 12:00 AM,"0830","1629","W",2013-05-01 08:30 AM,2013-05-01 04:30 PM,249,12.45
"201382","1469","EMAN","1191","Taking Great Meeting Minutes","This full-day workshop is for people who are responsible for taking meeting minutes in a business or for an organization. You will learn how to work with the meeting chair, prepare the agenda, various minute formats, what to include and not include, using a template, editing and proofreading, approvals and sign-offs, and distribution of the properly completed minutes.",2012-12-03 12:00 AM,2012-12-03 12:00 AM,"0830","1629","M",2013-05-01 08:30 AM,2013-05-01 04:30 PM,249,12.45
"201382","1590","EMAN","1208","Budgeting Basics for Managers","Budgeting is a common management tool for planning and control. This one-day workshop will provide a fundamental understanding of budgeting, the budgeting process and effective ways to control your budget. There will be ample opportunity to discuss specific budgeting issues raised by participants.

Requirement: Calculator",2012-12-06 12:00 AM,2012-12-06 12:00 AM,"0830","1629","R",2013-05-01 08:30 AM,2013-05-01 04:30 PM,249,12.45
"201382","1663","EMAN","1220","PM Overview","Ensure the success of your next project with this comprehensive course, designed to familiarize you with the overall project management tools, techniques and processes. This course is also suitable for individuals who want to learn the basics of Project Management without completing the other five courses in the Program.",2012-11-01 12:00 AM,2012-11-02 12:00 AM,"0830","1659","RF",2013-05-01 08:30 AM,2013-05-01 05:00 PM,495,24.75
"201382","2468","EMAN","1221","PM Time and Cost Management","Apply tools and strategies to ensure the timely completion of your next project while managing project costs. Discuss the definition, sequencing and duration estimating of activities, the development and control of schedules and resource planning, as well as estimating, budgeting and controlling costs.",2012-11-29 12:00 AM,2012-11-30 12:00 AM,"0830","1659","RF",2013-05-01 08:30 AM,2013-05-01 05:00 PM,495,24.75
"201382","2471","EMAN","1222","PM HR and Communications","To be a successful project manager you must be able to manage, motivate and organize people and to communicate effectively with your team. Acquire proven strategies to maximize staff resources through organizational planning, staff acquisition and team development, as well as effective communication planning, dissemination of information, performance reporting and administrative closure.",2012-11-22 12:00 AM,2012-11-23 12:00 AM,"0830","1659","RF",2013-05-01 08:30 AM,2013-05-01 05:00 PM,495,24.75
"201382","1665","EMAN","1232","PM Risk and Procurement","Knowing what to procure for your project and when is critical to project success. Explore procurement planning, solicitation planning, source selection, contract administration and contract close-out. In addition, gain insight into identifying, quantifying, responding to and controlling risk.",2012-12-06 12:00 AM,2012-12-07 12:00 AM,"0830","1659","RF",2013-05-01 08:30 AM,2013-05-01 05:00 PM,495,24.75
"201382","1666","EMAN","1233","PM Integration and Scope","Acquire skills and strategies to coordinate project elements effectively and ensure that your project includes only critical stages and resources. Explore project plan development and execution, initiation, as well as scope planning, verification and change control.",2012-11-08 12:00 AM,2012-11-09 12:00 AM,"0830","1659","RF",2013-05-01 08:30 AM,2013-05-01 05:00 PM,495,24.75
"201382","2237","EMAN","1240","PM Prepare Final Assessment","",2012-12-14 12:00 AM,2012-12-14 12:00 AM,"1300","1659","F",2013-05-01 01:00 PM,2013-05-01 05:00 PM,120,6
"201382","2470","EMAN","1276","PM Quality Management","Quality management ensures that the necessary processes are in place to meet project goals. Explore how to integrate quality planning, assurance and control techniques into your projects to ensure their success.",2012-11-15 12:00 AM,2012-11-16 12:00 AM,"0830","1659","RF",2013-05-01 08:30 AM,2013-05-01 05:00 PM,495,24.75
"201382","2500","EMAN","1288","Employee Handbook","Clear understanding of workplace expectations and company culture improves employee morale and job satisfaction and allows your to retain your best employees and helps attract new ones. This on-line course can be started at any time and provides you with the basic informationand content required in an employee handbook, using two templates that you can customize to suit your individual business needs. At the end of this self-paced and user friendly course, you will have a valuable document that can reduce training time and increases employee productivity.",2012-09-01 12:00 AM,2012-12-31 12:00 AM,"","","",,,149,7.45
"201382","2596","EMAN","1296","Applied Project Management","Knowledgeable and skilled project managers are critical to the success of any organization. To be successful, you must learn about business processes and gain the experience of completing a project as part of a team. This two-day workshop is an introductory “hands-on” course that covers the five basic Project Management phases:
•	Definition (Initiation)
•	Planning
•	Execution
•	Controlling 
•	Close-Out
You will have the opportunity to work collaboratively in groups on real case studies that will apply key concepts in all project management life cycles.",2012-10-18 12:00 AM,2012-10-19 12:00 AM,"0830","1629","RF",2013-05-01 08:30 AM,2013-05-01 04:30 PM,455,22.75
"201382","2604","EMAN","1299","Introduction to Procurement","From recognizing a need to issuing a purchase order, participants will learn the essentials of determining quantity, specifications and price that are the cornerstone of procurement. This course covers a variety of procurement scenarios: repetitive purchases of production materials, procuring one-time low-cost items, large capital goods acquisition and securing commodities under long-term supply contracts. The opportunities and challenges of international procurement versus domestic will be discussed. Participants will gain a broad understanding of the role of procurement and how it can be organized.
							
Textbook: Particpant to purchase ""Purchasing and Supply Chain Management"" EMAN 1299, available at the RDC Campus Store.",2012-10-18 12:00 AM,2012-11-08 12:00 AM,"1815","2115","MR",2013-05-01 06:15 PM,2013-05-01 09:30 PM,1390,34.75
"201382","2604","EMAN","1299","Introduction to Procurement","From recognizing a need to issuing a purchase order, participants will learn the essentials of determining quantity, specifications and price that are the cornerstone of procurement. This course covers a variety of procurement scenarios: repetitive purchases of production materials, procuring one-time low-cost items, large capital goods acquisition and securing commodities under long-term supply contracts. The opportunities and challenges of international procurement versus domestic will be discussed. Participants will gain a broad understanding of the role of procurement and how it can be organized.
							
Textbook: Particpant to purchase ""Purchasing and Supply Chain Management"" EMAN 1299, available at the RDC Campus Store.",2012-11-15 12:00 AM,2012-12-03 12:00 AM,"1815","2115","MR",2013-05-01 06:15 PM,2013-05-01 09:30 PM,1390,34.75
"201382","2652","EMAN","1305","Prep Math Seminar - Level 2","MATH 202/203/212 Students.
More on derivatives and applications such as Related Rates and curve sketching, with the second derivative test, and optimization for areas, and volumes",2012-11-17 12:00 AM,2012-11-17 12:00 AM,"1000","1329","S",2013-05-01 10:00 AM,2013-05-01 01:30 PM,30,1.5
"201382","2653","EMAN","1306","Prep Math Seminar - Level 3","MATH 202/203 Students.
Conclusion of remaining aspects of MATH 202/203 related to Integral Calculus, 
finding areas under curves, substitution, and areas between curves.",2012-12-08 12:00 AM,2012-12-08 12:00 AM,"1000","1329","S",2013-05-01 10:00 AM,2013-05-01 01:30 PM,30,1.5
